Category,Workplace,Location,Department,Type,City,Region,Country,Workplace_Standardized,Employment_Type,Department_Category,Category_Normalized,Country_Normalized,City_Normalized,Job_ID,Location_ID,Department_ID,Category_ID,Priority_Class,Geographic_Region,Demand_Score,Demand_Score_Normalized,Created_At,Data_Quality_Score,Is_Active,Job_Description
HR,On-site,"Lusaka, Lusaka Province, Zambia","Africa, Programs",Full time,Lusaka,Lusaka Province,Zambia,On-Site,Full-Time,Other,Hr,Zambia,Lusaka,JOB_000546,LOC_0120,DEPT_0012,CAT_003,Normal,Other,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Gurugram, Haryana, India",HR,Full time,Gurugram,Haryana,India,On-Site,Full-Time,HR & Management,Hr,India,Gurugram,JOB_000553,LOC_0084,DEPT_0126,CAT_003,Normal,Asia Pacific,11,21.15,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Full-Time position."
HR,On-site,"Uxbridge, England, United Kingdom",Unspecified Department,Full time,Uxbridge,England,United Kingdom,On-Site,Full-Time,Other,Hr,United Kingdom,Uxbridge,JOB_000563,LOC_0239,DEPT_0257,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Industrial Area, Al Rayyan Municipality, Qatar",Electrical,Full time,Industrial Area,Al Rayyan Municipality,Qatar,On-Site,Full-Time,Other,Hr,Qatar,Industrial Area,JOB_000566,LOC_0093,DEPT_0099,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Hybrid,"Mumbai, Maharashtra, India",India,Not Specified,Mumbai,Maharashtra,India,Hybrid,Not Specified,Other,Hr,India,Mumbai,JOB_000567,LOC_0142,DEPT_0134,CAT_003,Normal,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Not Specified role with flexible work arrangements."
HR,Remote,"Arizona, United States",Unspecified Department,Not Specified,Arizona,Unknown,United States,Remote,Not Specified,Other,Hr,United States,Arizona,JOB_000568,LOC_0008,DEPT_0257,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Not Specified position."
HR,On-site,"Gurugram, Haryana, India",Information Technology,Full time,Gurugram,Haryana,India,On-Site,Full-Time,Technology & Data,Hr,India,Gurugram,JOB_000569,LOC_0084,DEPT_0137,CAT_003,Normal,Asia Pacific,11,21.15,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,Remote,"San José, San José Province, Costa Rica",Unspecified Department,Contract,San José,San José Province,Costa Rica,Remote,Contract,Other,Hr,Costa Rica,San José,JOB_000570,LOC_0184,DEPT_0257,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Contract position."
HR,On-site,"Cairo, Cairo Governorate, Egypt",Human Resources,Full time,Cairo,Cairo Governorate,Egypt,On-Site,Full-Time,Other,Hr,Egypt,Cairo,JOB_000571,LOC_0042,DEPT_0128,CAT_003,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Lusaka, Lusaka Province, Zambia",Sustainable Agrifood Systems (SAS),Full time,Lusaka,Lusaka Province,Zambia,On-Site,Full-Time,Other,Hr,Zambia,Lusaka,JOB_000572,LOC_0120,DEPT_0232,CAT_003,Normal,Other,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Unknown,"Canary Wharf, England, United Kingdom",Corporate support,Full time,Canary Wharf,England,United Kingdom,Unknown,Full-Time,Other,Hr,United Kingdom,Canary Wharf,JOB_000574,LOC_0046,DEPT_0055,CAT_003,Normal,Europe,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Lusaka, Lusaka Province, Zambia",Sustainable Agrifood Systems (SAS),Not Specified,Lusaka,Lusaka Province,Zambia,On-Site,Not Specified,Other,Hr,Zambia,Lusaka,JOB_000582,LOC_0120,DEPT_0232,CAT_003,Normal,Other,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,On-site,"Athens, Attica, Greece",HERON / ENERGY MANAGEMENT,Not Specified,Athens,Attica,Greece,On-Site,Not Specified,HR & Management,Hr,Greece,Athens,JOB_000583,LOC_0011,DEPT_0124,CAT_003,Normal,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Not Specified position."
HR,On-site,"Port Harcourt, Rivers, Nigeria",Unspecified Department,Full time,Port Harcourt,Rivers,Nigeria,On-Site,Full-Time,Other,Hr,Nigeria,Port Harcourt,JOB_000584,LOC_0169,DEPT_0257,CAT_003,Normal,Middle East & Africa,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"London, England, United Kingdom","People, People",Full time,London,England,United Kingdom,On-Site,Full-Time,Other,Hr,United Kingdom,London,JOB_000585,LOC_0117,DEPT_0177,CAT_003,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Singapore, Singapore, Singapore",Design and Development,Part time,Singapore,Singapore,Singapore,On-Site,Part-Time,Other,Hr,Singapore,Singapore,JOB_000586,LOC_0194,DEPT_0087,CAT_003,Normal,Other,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Part-Time position."
HR,On-site,"Fort Myers, Florida, United States",Construction,Full time,Fort Myers,Florida,United States,On-Site,Full-Time,Other,Hr,United States,Fort Myers,JOB_000587,LOC_0077,DEPT_0048,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Brussels, Brussels, Belgium",Human Resources,Full time,Brussels,Brussels,Belgium,On-Site,Full-Time,Other,Hr,Belgium,Brussels,JOB_000589,LOC_0038,DEPT_0128,CAT_003,Normal,Other,3,5.77,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"Manila, Metro Manila, Philippines",Legal VA,Full time,Manila,Metro Manila,Philippines,Remote,Full-Time,Other,Hr,Philippines,Manila,JOB_000590,LOC_0128,DEPT_0150,CAT_003,Normal-High,Asia Pacific,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"Coldstream, Victoria, Australia",Winery,Not Specified,Coldstream,Victoria,Australia,On-Site,Not Specified,Other,Hr,Australia,Coldstream,JOB_000592,LOC_0059,DEPT_0260,CAT_003,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,Remote,"California, United States",Talent,Contract,California,Unknown,United States,Remote,Contract,Other,Hr,United States,California,JOB_000593,LOC_0044,DEPT_0234,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Contract position."
HR,On-site,"Dhahran, Eastern Province, Saudi Arabia",HCM,Full time,Dhahran,Eastern Province,Saudi Arabia,On-Site,Full-Time,Other,Hr,Saudi Arabia,Dhahran,JOB_000594,LOC_0065,DEPT_0123,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Riyadh, Riyadh Province, Saudi Arabia",Agility Logistics Parks,Full time,Riyadh,Riyadh Province,Saudi Arabia,On-Site,Full-Time,Technology & Data,Hr,Saudi Arabia,Riyadh,JOB_000595,LOC_0177,DEPT_0013,CAT_003,Normal,Other,10,19.23,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,On-site,"Central Jakarta, Central Jakarta City, Indonesia",AYANA Jakarta,Full time,Central Jakarta,Central Jakarta City,Indonesia,On-Site,Full-Time,Other,Hr,Indonesia,Central Jakarta,JOB_000596,LOC_0051,DEPT_0008,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Pekanbaru, Pekanbaru City, Indonesia",People & Culture,Other,Pekanbaru,Pekanbaru City,Indonesia,On-Site,Not Specified,Other,Hr,Indonesia,Pekanbaru,JOB_000597,LOC_0165,DEPT_0175,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,Remote,United Kingdom,Product Design,Full time,Unknown,Unknown,United Kingdom,Remote,Full-Time,Other,Hr,United Kingdom,Unknown,JOB_000598,LOC_0234,DEPT_0193,CAT_003,Normal-High,Europe,14,26.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"Piraeus, Attica, Greece",HR+T,Not Specified,Piraeus,Attica,Greece,On-Site,Not Specified,HR & Management,Hr,Greece,Piraeus,JOB_000599,LOC_0168,DEPT_0127,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Not Specified position."
HR,On-site,"Riyadh, Riyadh Province, Saudi Arabia","HQ - Shared Services, HR",Full time,Riyadh,Riyadh Province,Saudi Arabia,On-Site,Full-Time,HR & Management,Hr,Saudi Arabia,Riyadh,JOB_000601,LOC_0177,DEPT_0125,CAT_003,Normal,Other,10,19.23,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Full-Time position."
HR,On-site,"Bengaluru, Karnataka, India","Keywords India, HR",Full time,Bengaluru,Karnataka,India,On-Site,Full-Time,HR & Management,Hr,India,Bengaluru,JOB_000603,LOC_0027,DEPT_0145,CAT_003,Normal,Asia Pacific,16,30.77,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Full-Time position."
HR,On-site,"New Delhi, Delhi, India",Unspecified Department,Not Specified,New Delhi,Delhi,India,On-Site,Not Specified,Other,Hr,India,New Delhi,JOB_000604,LOC_0146,DEPT_0257,CAT_003,Normal,Asia Pacific,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,On-site,"Seattle, Washington, United States",Unspecified Department,Full time,Seattle,Washington,United States,On-Site,Full-Time,Other,Hr,United States,Seattle,JOB_000605,LOC_0189,DEPT_0257,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Hybrid,"Paddington, England, United Kingdom",Human Resources,Full time,Paddington,England,United Kingdom,Hybrid,Full-Time,Other,Hr,United Kingdom,Paddington,JOB_000606,LOC_0159,DEPT_0128,CAT_003,Normal-High,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"New York, New York, United States",Growth + Marketing,Full time,New York,New York,United States,On-Site,Full-Time,Marketing & Sales,Hr,United States,New York,JOB_000607,LOC_0148,DEPT_0122,CAT_003,Normal,North America,19,36.54,2026-02-23 17:13:21,100,True,"Support HR for marketing and sales teams. Manage talent acquisition, performance management, and employee engagement for commercial functions. This is an on-site Full-Time position."
HR,Remote,"Rosslyn, Virginia, United States",Sales,Full time,Rosslyn,Virginia,United States,Remote,Full-Time,Marketing & Sales,Hr,United States,Rosslyn,JOB_000608,LOC_0179,DEPT_0218,CAT_003,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Support HR for marketing and sales teams. Manage talent acquisition, performance management, and employee engagement for commercial functions. This is a fully remote Full-Time position."
HR,On-site,"Ndola, Copperbelt Province, Zambia",DCP - HR,Full time,Ndola,Copperbelt Province,Zambia,On-Site,Full-Time,HR & Management,Hr,Zambia,Ndola,JOB_000609,LOC_0144,DEPT_0064,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Full-Time position."
HR,On-site,"Victoria, England, United Kingdom",Editorial,Full time,Victoria,England,United Kingdom,On-Site,Full-Time,Technology & Data,Hr,United Kingdom,Victoria,JOB_000611,LOC_0242,DEPT_0098,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,On-site,"Athens, Attica, Greece",Unspecified Department,Full time,Athens,Attica,Greece,On-Site,Full-Time,Other,Hr,Greece,Athens,JOB_000612,LOC_0011,DEPT_0257,CAT_003,Normal,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"Mesa, Arizona, United States",Operations,Full time,Mesa,Arizona,United States,Remote,Full-Time,Operations,Hr,United States,Mesa,JOB_000613,LOC_0132,DEPT_0166,CAT_003,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is a fully remote Full-Time position."
HR,Remote,"Ho Chi Minh City, Vietnam",Engineering,Full time,Ho Chi Minh City,Unknown,Vietnam,Remote,Full-Time,Other,Hr,Vietnam,Ho Chi Minh City,JOB_000616,LOC_0086,DEPT_0102,CAT_003,Normal-High,Other,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"Ilorin, Kwara, Nigeria",People Operations & Admin,Full time,Ilorin,Kwara,Nigeria,On-Site,Full-Time,Operations,Hr,Nigeria,Ilorin,JOB_000617,LOC_0091,DEPT_0176,CAT_003,Normal,Middle East & Africa,1,1.92,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is an on-site Full-Time position."
HR,Hybrid,"London, Ontario, Canada",Marketing,Full time,London,Ontario,Canada,Hybrid,Full-Time,Marketing & Sales,Hr,Canada,London,JOB_000619,LOC_0116,DEPT_0155,CAT_003,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Support HR for marketing and sales teams. Manage talent acquisition, performance management, and employee engagement for commercial functions. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"Downingtown, Chester County, United States","CCRES Behavioral Health Services, Home & Community Services (Intensive Behavioral Health Services)",Part time,Downingtown,Chester County,United States,On-Site,Part-Time,Technology & Data,Hr,United States,Downingtown,JOB_000621,LOC_0067,DEPT_0033,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Part-Time position."
HR,On-site,"Monterey, California, United States","Student, Presidents Office - Student Employee, 1107 - MIDD KWDCCT-Rural Vermont Responses - Student Employee",Not Specified,Monterey,California,United States,On-Site,Not Specified,Other,Hr,United States,Monterey,JOB_000622,LOC_0139,DEPT_0230,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,On-site,"London, England, United Kingdom",Unspecified Department,Full time,London,England,United Kingdom,On-Site,Full-Time,Other,Hr,United Kingdom,London,JOB_000623,LOC_0117,DEPT_0257,CAT_003,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"London, England, United Kingdom",Production,Full time,London,England,United Kingdom,On-Site,Full-Time,Other,Hr,United Kingdom,London,JOB_000624,LOC_0117,DEPT_0198,CAT_003,Normal,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"San Francisco, California, United States",Operations,Full time,San Francisco,California,United States,Remote,Full-Time,Operations,Hr,United States,San Francisco,JOB_000626,LOC_0183,DEPT_0166,CAT_003,Normal-High,North America,6,11.54,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is a fully remote Full-Time position."
HR,On-site,"Virginia Beach, Virginia, United States",Corporate Strategy,Full time,Virginia Beach,Virginia,United States,On-Site,Full-Time,Consulting & Advisory,Hr,United States,Virginia Beach,JOB_000627,LOC_0243,DEPT_0054,CAT_003,Normal,North America,2,3.85,2026-02-23 17:13:21,100,True,"Provide HR consulting services including organizational design, talent strategy, and change management. Advise clients on HR best practices and workforce transformation. This is an on-site Full-Time position."
HR,On-site,"Erie, Pennsylvania, United States",Eriez,Full time,Erie,Pennsylvania,United States,On-Site,Full-Time,Other,Hr,United States,Erie,JOB_000638,LOC_0074,DEPT_0107,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Hybrid,"Tampa, Florida, United States",Client Services,Full time,Tampa,Florida,United States,Hybrid,Full-Time,Other,Hr,United States,Tampa,JOB_000639,LOC_0206,DEPT_0041,CAT_003,Normal-High,North America,5,9.62,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Full-Time role with flexible work arrangements."
HR,Hybrid,"Pasig, Metro Manila, Philippines",Corporate,Full time,Pasig,Metro Manila,Philippines,Hybrid,Full-Time,Other,Hr,Philippines,Pasig,JOB_000640,LOC_0164,DEPT_0052,CAT_003,Normal-High,Asia Pacific,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"Zürich, Zurich, Switzerland",Customer Experience,Temporary,Zürich,Zurich,Switzerland,On-Site,Not Specified,Other,Hr,Switzerland,Zürich,JOB_000641,LOC_0255,DEPT_0060,CAT_003,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,Remote,"Santa Ana, California, United States",Sales,Full time,Santa Ana,California,United States,Remote,Full-Time,Marketing & Sales,Hr,United States,Santa Ana,JOB_000642,LOC_0187,DEPT_0218,CAT_003,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Support HR for marketing and sales teams. Manage talent acquisition, performance management, and employee engagement for commercial functions. This is a fully remote Full-Time position."
HR,On-site,"Athens, Attica, Greece",Unspecified Department,Not Specified,Athens,Attica,Greece,On-Site,Not Specified,Other,Hr,Greece,Athens,JOB_000644,LOC_0011,DEPT_0257,CAT_003,Normal,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,Remote,Brazil,Product and technology,Not Specified,Unknown,Unknown,Brazil,Remote,Not Specified,Technology & Data,Hr,Brazil,Unknown,JOB_000645,LOC_0215,DEPT_0197,CAT_003,Normal,Other,4,7.69,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is a fully remote Not Specified position."
HR,On-site,"Kissimmee, Florida, United States",Osceola,Full time,Kissimmee,Florida,United States,On-Site,Full-Time,Other,Hr,United States,Kissimmee,JOB_000646,LOC_0106,DEPT_0172,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Hybrid,"London, England, United Kingdom","Communications, Diversity & Inclusion",Full time,London,England,United Kingdom,Hybrid,Full-Time,Technology & Data,Hr,United Kingdom,London,JOB_000658,LOC_0117,DEPT_0046,CAT_003,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is a hybrid Full-Time role with flexible work arrangements."
HR,Remote,"Toronto, Ontario, Canada",Unspecified Department,Full time,Toronto,Ontario,Canada,Remote,Full-Time,Other,Hr,Canada,Toronto,JOB_000660,LOC_0212,DEPT_0257,CAT_003,Normal-High,North America,8,15.38,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"Ota, Ogun, Nigeria",Dangote Industries Limited,Full time,Ota,Ogun,Nigeria,On-Site,Full-Time,Technology & Data,Hr,Nigeria,Ota,JOB_000661,LOC_0154,DEPT_0070,CAT_003,Normal,Middle East & Africa,1,1.92,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,On-site,"Islamabad, Islamabad Capital Territory, Pakistan",Human Resources,Full time,Islamabad,Islamabad Capital Territory,Pakistan,On-Site,Full-Time,Other,Hr,Pakistan,Islamabad,JOB_000662,LOC_0094,DEPT_0128,CAT_003,Normal,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"Perth, Western Australia, Australia",Customer Support,Full time,Perth,Western Australia,Australia,Remote,Full-Time,Other,Hr,Australia,Perth,JOB_000663,LOC_0166,DEPT_0062,CAT_003,Normal-High,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"Lagos, Lagos, Nigeria",DCP - HR,Full time,Lagos,Lagos,Nigeria,On-Site,Full-Time,HR & Management,Hr,Nigeria,Lagos,JOB_000664,LOC_0110,DEPT_0064,CAT_003,Normal,Middle East & Africa,10,19.23,2026-02-23 17:13:21,100,True,"Manage end-to-end HR operations including recruitment, onboarding, performance management, and employee relations. Use HRIS systems, analyze workforce data, and ensure compliance with labor laws and company policies. This is an on-site Full-Time position."
HR,On-site,"Mumbai, Maharashtra, India","Market Unit International, MU Int India",Full time,Mumbai,Maharashtra,India,On-Site,Full-Time,Technology & Data,Hr,India,Mumbai,JOB_000665,LOC_0142,DEPT_0154,CAT_003,Normal,Asia Pacific,3,5.77,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,Hybrid,"Milan, Metropolitan City of Milan, Italy",Strategy & BI,Full time,Milan,Metropolitan City of Milan,Italy,Hybrid,Full-Time,Consulting & Advisory,Hr,Italy,Milan,JOB_000666,LOC_0137,DEPT_0227,CAT_003,Normal-High,Europe,2,3.85,2026-02-23 17:13:21,100,True,"Provide HR consulting services including organizational design, talent strategy, and change management. Advise clients on HR best practices and workforce transformation. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"Suginami, Tokyo, Japan",Game Testing,Part time,Suginami,Tokyo,Japan,On-Site,Part-Time,Other,Hr,Japan,Suginami,JOB_000667,LOC_0200,DEPT_0118,CAT_003,Normal,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Part-Time position."
HR,Remote,"Dallas, Texas, United States",Unspecified Department,Full time,Dallas,Texas,United States,Remote,Full-Time,Other,Hr,United States,Dallas,JOB_000669,LOC_0062,DEPT_0257,CAT_003,Normal-High,North America,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,Remote,"Portland, Oregon, United States",Sales,Full time,Portland,Oregon,United States,Remote,Full-Time,Marketing & Sales,Hr,United States,Portland,JOB_000670,LOC_0170,DEPT_0218,CAT_003,Normal-High,North America,1,1.92,2026-02-23 17:13:21,100,True,"Support HR for marketing and sales teams. Manage talent acquisition, performance management, and employee engagement for commercial functions. This is a fully remote Full-Time position."
HR,Remote,United States,1 - Operations,Full time,Unknown,Unknown,United States,Remote,Full-Time,Operations,Hr,United States,Unknown,JOB_000671,LOC_0235,DEPT_0002,CAT_003,Normal-High,North America,24,46.15,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is a fully remote Full-Time position."
HR,On-site,"Middlebury, Vermont, United States","Student, Finance and Administration - Student Employee, Human Resources - Student Employee, 1304 - Human Resources - Student Employee",Not Specified,Middlebury,Vermont,United States,On-Site,Not Specified,Finance & Accounting,Hr,United States,Middlebury,JOB_000672,LOC_0136,DEPT_0229,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle HR finance activities including compensation planning, headcount budgeting, and payroll coordination. Work with finance teams on workforce cost analysis. This is an on-site Not Specified position."
